# Rover
id, NOC, NOM, LOC, CC, CCmax, rating, reviewers, disagreement
46C36, 9, 43, 274, 85, 11, 1, 1, 0
4713A, 3, 16, 119, 40, 9, 1, 2, 0
4725A, 15, 41, 337, 100, 9, 3, 2, 0
47716, 4, 28, 294, 70, 10, 1, 1, 0
47A96, 14, 65, 474, 134, 8, 2.0, 1, 0
47D9E, 21, 101, 597, 159, 9, 2.0, 2, 0
48452, 23, 98, 437, 145, 9, 2.0, 1, 0
48846, 3, 7, 73, 25, 17, 1, 1, 0
48A06, 15, 50, 490, 129, 16, 3, 1, 0
48BDE, 6, 51, 335, 109, 13, 1, 2, 0
48F92, 6, 37, 246, 68, 9, 2.0, 2, 0
492C2, 10, 23, 235, 84, 13, 1, 2, 1
4A0FE, 0, 0, 0, 0, 0, 1, 1, 0
4A4FE, 3, 11, 151, 40, 20, 1, 1, 0
4A6B2, 5, 15, 178, 44, 15, 2.0, 1, 0
4A6CA, 3, 18, 142, 46, 17, 1, 1, 0
4A73E, 9, 36, 230, 72, 9, 2.0, 1, 0
4B112, 2, 8, 124, 36, 15, 1, 1, 0
4BA1A, 11, 62, 294, 99, 10, 2.0, 1, 0
4BAC6, 12, 43, 268, 81, 11, 1, 2, 0
4BAFE, 11, 65, 285, 93, 10, 2.0, 2, 0
4BEA6, 9, 33, 215, 58, 9, 1, 2, 0
4C1EE, 5, 25, 177, 71, 13, 1, 1, 0
4C602, 21, 63, 281, 93, 8, 2.0, 1, 0
4C882, 4, 23, 183, 65, 11, 1, 1, 0
4C8D6, 14, 59, 417, 135, 11, 3, 1, 0
4C9C6, 18, 78, 391, 121, 12, NaN, 0, 0
4CAD2, 3, 19, 243, 121, 32, 1, 1, 0
4D7C6, 8, 28, 182, 60, 17, 1, 1, 0
4D7F6, 3, 17, 121, 37, 9, 1, 1, 0
4EE62, 12, 26, 202, 63, 9, 2.0, 1, 0
4EE7A, 22, 86, 474, 155, 8, 1, 1, 0
4FC02, 14, 63, 309, 98, 9, 2.0, 1, 0
50042, 0, 0, 0, 0, 0, 3, 1, 0
500DE, 14, 48, 241, 77, 13, 2.0, 1, 0
5021E, 2, 16, 188, 75, 19, 1, 1, 0
50276, 0, 0, 0, 0, 0, 2.0, 1, 0
506E2, 12, 47, 245, 69, 10, 1, 1, 0
507E6, 20, 54, 362, 104, 29, 1, 1, 0
509C2, 0, 0, 0, 0, 0, 1, 2, 1
50B7E, 8, 24, 161, 54, 9, 3, 1, 0
50BAE, 13, 41, 218, 53, 9, 3, 1, 0
50E4E, 1, 1, 83, 26, 26, 1, 2, 0
50F86, 6, 47, 328, 113, 16, 2.0, 1, 0
50FD2, 2, 12, 98, 32, 9, 1, 2, 1
51206, 8, 46, 234, 64, 7, 2.0, 2, 0
5127E, 4, 17, 147, 39, 7, NaN, 0, 0
51446, 12, 53, 222, 93, 7, NaN, 0, 0
519EA, 4, 27, 177, 56, 11, 2.0, 1, 0
51AFA, 33, 199, 885, 240, 9, 2.0, 1, 0
51D7A, 19, 85, 550, 203, 17, 3, 1, 0
5211E, 7, 76, 583, 163, 13, 1, 1, 0
5255E, 5, 41, 295, 106, 17, 1, 1, 0
529F2, 24, 153, 888, 285, 15, 2.0, 2, 0
52D82, 13, 34, 289, 84, 25, 1, 2, 1
534E6, 17, 83, 410, 145, 9, NaN, 0, 0
53B02, 0, 0, 0, 0, 0, 1, 2, 0
5417A, 0, 0, 0, 0, 0, 2.0, 1, 0
54226, 12, 27, 293, 93, 23, NaN, 0, 0
547FE, 12, 43, 214, 64, 7, NaN, 0, 0
54F62, 24, 111, 684, 190, 9, 2.0, 1, 0
5554A, 6, 31, 292, 78, 13, 1, 2, 0
55926, 27, 151, 1532, 577, 27, 2.0, 2, 0
569FA, 9, 47, 340, 122, 10, 1, 1, 0
56B6E, 29, 132, 916, 237, 9, 2.0, 1, 0
56C92, 9, 75, 307, 126, 13, NaN, 0, 0
5716E, 2, 12, 116, 38, 9, 1, 1, 0
57296, 7, 28, 216, 75, 13, 1, 1, 0
57BA2, 4, 20, 210, 69, 20, 1, 1, 0
57DE6, 19, 85, 593, 164, 10, 3, 2, 1
5846E, 0, 0, 0, 0, 0, 2.0, 1, 0
584A2, 0, 0, 0, 0, 0, 1, 1, 0
5851E, 0, 0, 0, 0, 0, 1, 1, 0
58ADE, 4, 8, 141, 27, 20, 1, 1, 0
58E06, 8, 31, 141, 47, 5, 2.0, 1, 0
591C2, 9, 36, 295, 68, 7, 2.0, 1, 0
597C2, 8, 38, 220, 79, 17, 2.0, 1, 0
5996A, 8, 34, 176, 70, 21, 2.0, 1, 0
59D1A, 4, 14, 154, 40, 13, 1, 1, 0
59E06, 0, 0, 0, 0, 0, 2.0, 1, 0
5A46E, 6, 21, 176, 58, 14, 1, 1, 0
5A66E, 3, 19, 144, 56, 17, 1, 1, 0
5AB0E, 5, 16, 139, 52, 13, 1, 1, 0
5AFEA, 5, 24, 228, 58, 13, 2.0, 1, 0
5AFEE, 5, 24, 228, 58, 13, 2.0, 1, 0
5B0B6, 10, 52, 262, 91, 12, 3, 1, 0
5B0BE, 10, 30, 233, 68, 28, 1, 1, 0
5B2B6, 0, 0, 0, 0, 0, 1, 2, 0
5B3D6, 12, 47, 224, 86, 9, 1, 1, 0
5B64E, 9, 77, 314, 130, 9, 2.0, 1, 0
5B802, 4, 17, 116, 35, 14, 1, 1, 0
5BCC6, 0, 0, 0, 0, 0, 2.0, 1, 0
5C792, 5, 28, 216, 59, 9, 1, 1, 0
5CBEE, 9, 34, 219, 63, 9, 1, 1, 0
5CFFA, 4, 24, 172, 50, 6, 1, 1, 0
5D0A6, 37, 135, 546, 151, 5, 2.0, 1, 0
5D0DE, 18, 92, 422, 139, 7, 1, 1, 0
5D3F6, 4, 24, 205, 53, 17, 1, 1, 0
5D652, 12, 54, 237, 71, 5, 2.0, 1, 0
5D696, 12, 39, 308, 122, 15, 2.0, 1, 0
5D9A6, 11, 57, 344, 116, 9, 2.0, 1, 0
5D9CE, 18, 49, 231, 65, 9, 2.0, 1, 0
5DA8A, 8, 44, 309, 136, 24, 1, 1, 0
5DA9E, 20, 80, 347, 109, 24, 1, 1, 0
5DD6A, 8, 29, 265, 78, 12, 2.0, 1, 0
5DD7A, 28, 116, 696, 144, 9, 2.0, 1, 0
5DEC6, 17, 99, 417, 139, 6, 3, 1, 0
5DF92, 14, 68, 366, 130, 11, 2.0, 1, 0
5E41A, 11, 64, 286, 111, 10, 1, 1, 0
5E786, 6, 35, 329, 70, 9, 2.0, 1, 0
5E8DE, 29, 79, 470, 139, 11, 2.0, 1, 0
5E92A, 9, 41, 185, 68, 9, 2.0, 1, 0
5EE7E, 10, 66, 381, 116, 10, 3, 2, 0
5F05E, 19, 101, 621, 136, 6, 2.0, 1, 0
5F1FE, 13, 54, 476, 142, 11, 1, 1, 0
5F48E, 10, 47, 305, 85, 10, 2.0, 1, 0
5F6C2, 9, 32, 271, 96, 19, 1, 1, 0
5F856, 21, 97, 501, 164, 10, 2.0, 1, 0
5F9C2, 14, 79, 431, 113, 9, 3, 2, 0
5FAE2, 22, 49, 498, 140, 20, 1, 2, 0
60402, 23, 90, 649, 201, 11, 2.0, 1, 0
60422, 37, 166, 757, 230, 12, 3, 1, 0
6049E, 9, 32, 224, 87, 10, 3, 2, 0
604D2, 37, 74, 487, 133, 10, 1, 1, 0
60776, 15, 63, 262, 79, 7, 3, 1, 0
6097E, 6, 25, 133, 45, 9, 1, 1, 0
60C36, 7, 24, 176, 61, 16, 2.0, 1, 0
60C3A, 22, 85, 448, 129, 12, 2.0, 1, 0
60DAA, 10, 34, 346, 110, 15, 1, 1, 0
60DCE, 10, 40, 283, 74, 9, 2.0, 1, 0
60E6E, 25, 81, 506, 107, 5, 3, 1, 0
60F7A, 11, 54, 357, 139, 17, 3, 1, 0
61002, 6, 26, 169, 73, 16, 1, 1, 0
6176E, 7, 16, 160, 37, 8, NaN, 0, 0
6180A, 8, 46, 258, 60, 4, 2.0, 1, 0
6188E, 0, 0, 0, 0, 0, 2.0, 1, 0
61B5A, 7, 35, 259, 81, 10, 3, 1, 0
61BAE, 9, 48, 301, 102, 18, 2.0, 1, 0
61C16, 15, 51, 308, 95, 9, 3, 2, 1
62AD6, 13, 62, 404, 120, 9, 3, 1, 0
62AE6, 16, 67, 452, 173, 22, 3, 1, 0
62AFA, 10, 50, 256, 91, 9, 2.0, 1, 0
62B12, 36, 236, 1121, 353, 10, 1, 1, 0
62C6A, 3, 13, 104, 33, 17, 1, 1, 0
6349E, 9, 25, 179, 66, 12, 1, 1, 0
63652, 9, 56, 415, 134, 20, 3, 1, 0
63AC2, 7, 15, 145, 40, 10, 1, 1, 0
63F26, 5, 26, 211, 58, 9, 1, 1, 0
642E2, 10, 46, 314, 118, 13, 2.0, 1, 0
6462E, 48, 164, 1191, 300, 38, 1, 2, 1
6463A, 13, 33, 262, 78, 13, 1, 1, 0
647C2, 7, 24, 170, 49, 9, 1, 1, 0
64A66, 3, 32, 298, 111, 14, 1, 1, 0
64C16, 37, 71, 694, 138, 13, 2.0, 1, 0
64C82, 19, 60, 386, 99, 13, 1, 1, 0
64E86, 4, 35, 242, 83, 22, 1, 1, 0
65262, 21, 106, 642, 146, 9, 2.0, 1, 0
65296, 24, 80, 541, 117, 6, 3, 1, 0
6585A, 11, 48, 354, 109, 13, 1, 1, 0
6586A, 11, 45, 269, 76, 5, 2.0, 1, 0
658E6, 8, 25, 204, 52, 9, 2.0, 1, 0
65B9A, 2, 13, 160, 62, 18, 1, 1, 0
65E42, 12, 44, 360, 101, 9, 2.0, 1, 0
66012, 11, 57, 357, 130, 15, 1, 1, 0
66042, 2, 7, 101, 36, 10, 1, 1, 0
66312, 8, 52, 294, 137, 16, 1, 1, 0
668D2, 16, 53, 270, 91, 10, 1, 1, 0
67116, 22, 111, 524, 190, 15, 2.0, 1, 0
67C26, 21, 75, 513, 176, 21, 3, 1, 0
67CCE, 5, 41, 301, 100, 21, 2.0, 1, 0
6826A, 7, 31, 261, 77, 24, 1, 1, 0
6872E, 5, 25, 200, 76, 9, 3, 1, 0
688CA, 20, 44, 309, 80, 13, 2.0, 1, 0
68976, 9, 49, 332, 92, 19, 2.0, 1, 0
68B86, 9, 48, 246, 63, 5, 2.0, 1, 0
69306, 4, 15, 124, 42, 13, 3, 1, 0
69386, 4, 17, 175, 42, 8, 1, 1, 0
6973E, 27, 111, 737, 229, 17, 2.0, 2, 0
69796, 5, 17, 151, 45, 13, NaN, 0, 0
69A1A, 11, 26, 205, 69, 19, 1, 1, 0
69B1A, 17, 49, 291, 129, 10, 2.0, 1, 0
69BCA, 5, 29, 235, 67, 19, 1, 1, 0
6A1FE, 11, 64, 420, 146, 21, 1, 1, 0
6A3A6, 1, 2, 120, 48, 31, 1, 2, 0
6A662, 8, 16, 112, 20, 3, 1, 2, 0
6A68E, 18, 54, 234, 72, 6, 3, 1, 0
6A802, 18, 96, 592, 135, 10, 1, 1, 0
6A952, 4, 15, 133, 45, 13, 1, 1, 0
6AABA, 39, 184, 1275, 283, 20, 2.0, 2, 0
6AB9A, 0, 0, 0, 0, 0, 3, 1, 0
6B00A, 4, 22, 168, 59, 15, 2.0, 1, 0
6B1A2, 11, 39, 217, 57, 9, 2.0, 1, 0
6B2D6, 0, 0, 0, 0, 0, 3, 2, 0
6B836, 5, 34, 190, 57, 6, 1, 1, 0
6B85A, 7, 21, 163, 49, 13, 1, 1, 0
6B8F6, 0, 0, 0, 0, 0, NaN, 0, 0
6BD8A, 20, 64, 422, 117, 7, 1, 1, 0
6BF52, 10, 41, 228, 60, 8, 2.0, 1, 0
6C1DE, 4, 16, 170, 46, 12, 1, 2, 0
6C2C2, 11, 54, 356, 93, 12, 3, 2, 0
6C3A2, 10, 80, 307, 97, 10, 1, 1, 0
6C50E, 8, 43, 232, 82, 21, 1, 1, 0
6C812, 3, 9, 144, 43, 21, 1, 1, 0
6C84A, 6, 32, 235, 74, 15, 1, 1, 0
6E00A, 0, 0, 0, 0, 0, 1, 2, 0
6E2A6, 5, 19, 216, 76, 17, 1, 2, 1
6E2EE, 45, 159, 1198, 341, 9, 2.0, 1, 0
6E2F2, 45, 159, 1198, 341, 9, NaN, 0, 0
6E446, 7, 44, 267, 73, 7, 1, 1, 0
6EE3A, 11, 26, 203, 50, 5, 1, 1, 0
6EE72, 20, 54, 285, 98, 11, 2.0, 1, 0
6EE76, 14, 40, 230, 58, 8, 3, 1, 0
6F002, 0, 0, 0, 0, 0, 2.0, 1, 0
6F01E, 10, 44, 219, 82, 31, 1, 1, 0
6F1F2, 4, 18, 251, 72, 25, 1, 1, 0
6F2C6, 1, 7, 85, 30, 9, 1, 1, 0
6F30A, 5, 23, 246, 55, 17, 2.0, 2, 0
6F4C6, 3, 7, 134, 42, 12, 1, 1, 0
6F64E, 20, 64, 418, 116, 7, 3, 1, 0
6F682, 18, 60, 294, 94, 10, 2.0, 1, 0
6F6A2, 1, 7, 94, 36, 11, 1, 1, 0
6F9BE, 2, 6, 136, 43, 34, 1, 1, 0
6F9E6, 4, 25, 156, 59, 10, 1, 1, 0
6FF12, 3, 8, 123, 43, 17, 2.0, 1, 0
7041A, 7, 57, 367, 129, 17, 2.0, 1, 0
70452, 3, 19, 196, 76, 12, 2.0, 1, 0
7054A, 19, 74, 330, 117, 9, 2.0, 1, 0
70932, 5, 33, 137, 51, 9, 1, 2, 0
709D6, 33, 121, 670, 190, 6, 3, 2, 1
70CC2, 7, 33, 115, 49, 5, 1, 1, 0
70E66, 11, 65, 229, 88, 10, 1, 2, 0
70F2A, 22, 107, 502, 178, 12, 2.0, 2, 0
71026, 14, 39, 319, 139, 22, 3, 1, 0
7102A, 1, 2, 84, 26, 25, 1, 1, 0
7104A, 8, 41, 279, 79, 12, 2.0, 1, 0
710DE, 18, 92, 543, 155, 12, 3, 1, 0
71526, 7, 32, 215, 98, 25, 1, 2, 0
71766, 24, 67, 429, 128, 15, 1, 2, 0
7176A, 24, 67, 429, 128, 15, 1, 1, 0
7233E, 10, 27, 250, 71, 11, 1, 1, 0
7234A, 9, 63, 309, 103, 10, 3, 1, 0
7236E, 4, 18, 144, 42, 5, 1, 1, 0
7244E, 7, 25, 88, 42, 8, 3, 1, 0
7277A, 24, 90, 525, 169, 14, 1, 1, 0
72BA6, 27, 150, 661, 190, 13, 1, 1, 0
72D56, 11, 53, 242, 79, 7, 2.0, 1, 0
72DD6, 10, 43, 252, 67, 6, 3, 1, 0
73482, 10, 26, 241, 62, 11, 2.0, 1, 0
73546, 11, 45, 309, 126, 11, 2.0, 2, 0
737BA, 17, 66, 373, 91, 4, 1, 1, 0
73B0E, 32, 98, 917, 206, 14, 2.0, 1, 0
73B46, 26, 119, 830, 226, 11, 2.0, 1, 0
73C0E, 13, 46, 318, 90, 9, 3, 1, 0
73CFA, 8, 30, 179, 58, 7, 2.0, 1, 0
73DDE, 6, 46, 283, 94, 9, 1, 2, 1
73E6E, 23, 122, 580, 143, 8, 2.0, 1, 0
74532, 43, 94, 583, 137, 6, 1, 1, 0
74552, 8, 25, 182, 62, 16, 2.0, 1, 0
74676, 8, 44, 314, 99, 8, 2.0, 1, 0
74966, 12, 59, 354, 117, 9, 2.0, 2, 0
74A0A, 21, 100, 604, 132, 11, 2.0, 1, 0
74ADA, 2, 8, 96, 27, 9, 2.0, 1, 0
74C42, 0, 0, 0, 0, 0, 1, 1, 0
74DAE, 3, 13, 128, 47, 13, 2.0, 1, 0
74EEE, 1, 4, 100, 26, 20, NaN, 0, 0
750D2, 0, 0, 0, 0, 0, 1, 1, 0
7538A, 19, 63, 438, 148, 10, 1, 1, 0
762D6, 0, 0, 0, 0, 0, 1, 1, 0
770BA, 2, 6, 177, 78, 28, 1, 2, 0
773FE, 12, 68, 352, 96, 7, 2.0, 1, 0
775D6, 8, 23, 160, 60, 10, 2.0, 1, 0
7778E, 51, 113, 587, 163, 6, 2.0, 2, 0
777E6, 10, 50, 210, 92, 16, 1, 1, 0
779BA, 4, 8, 207, 54, 22, 1, 1, 0
77E8A, 2, 14, 116, 30, 5, 2.0, 1, 0
781EA, 13, 83, 312, 99, 6, 2.0, 2, 0
78266, 23, 65, 441, 97, 8, 3, 1, 0
7849A, 14, 50, 317, 104, 6, 3, 2, 1
786AA, 6, 37, 241, 81, 10, 1, 1, 0
78886, 12, 35, 268, 81, 10, 1, 1, 0
78896, 6, 25, 222, 63, 13, 1, 1, 0
788CA, 11, 50, 360, 99, 6, 3, 1, 0
7898E, 2, 7, 147, 47, 15, 2.0, 1, 0
78A06, 8, 47, 362, 93, 17, 1, 1, 0
78C1E, 16, 65, 417, 129, 13, 1, 1, 0
790DA, 8, 24, 190, 62, 17, NaN, 0, 0
7937E, 3, 30, 155, 52, 9, 1, 1, 0
79956, 5, 26, 163, 55, 13, 1, 1, 0
79AC6, 5, 26, 163, 55, 13, 1, 1, 0
86D9A, 20, 68, 342, 92, 9, 2.0, 1, 0
86DD6, 14, 69, 604, 147, 9, 2.0, 1, 0
86F9A, 12, 59, 353, 106, 8, NaN, 0, 0
871FE, 17, 53, 282, 122, 12, 2.0, 1, 0
8722A, 1, 5, 88, 28, 11, 1, 1, 0
87272, 21, 58, 347, 100, 10, 2.0, 1, 0
87326, 16, 87, 429, 119, 6, 2.0, 1, 0
873AE, 15, 50, 389, 108, 13, 2.0, 1, 0
87416, 7, 96, 600, 217, 18, 1, 1, 0
8741E, 15, 66, 315, 92, 10, 2.0, 1, 0
87512, 11, 36, 222, 65, 17, 2.0, 1, 0
87A0E, 10, 37, 173, 59, 11, 2.0, 1, 0
87E9E, 9, 48, 301, 102, 18, NaN, 0, 0
8819E, 11, 38, 301, 97, 13, 1, 1, 0
882B6, 9, 35, 248, 79, 13, 2.0, 1, 0
88756, 1, 14, 142, 44, 11, 1, 1, 0
887D2, 3, 14, 130, 39, 9, 1, 1, 0
88896, 13, 52, 380, 103, 9, 1, 1, 0
88C42, 10, 61, 589, 141, 16, 1, 1, 0
88C7E, 13, 47, 343, 92, 9, 2.0, 1, 0
88DE2, 6, 54, 281, 111, 13, 1, 1, 0
88F2E, 33, 125, 737, 191, 8, 2.0, 1, 0
8993E, 10, 45, 260, 81, 10, 2.0, 2, 2
89956, 5, 26, 205, 79, 17, 2.0, 1, 0
89976, 5, 18, 147, 45, 13, 2.0, 1, 0
89996, 16, 57, 362, 108, 13, 1, 1, 0
89BBE, 3, 14, 118, 44, 14, 1, 2, 1
89D06, 12, 65, 371, 164, 19, 2.0, 1, 0
89D12, 11, 46, 253, 80, 9, 2.0, 1, 0
89DB6, 28, 98, 409, 159, 10, 3, 1, 0
89DEA, 11, 32, 207, 62, 9, 1, 1, 0
89EBE, 3, 9, 110, 28, 9, 1, 1, 0
89EEA, 13, 54, 358, 117, 15, 3, 1, 0
89FB2, 7, 38, 316, 98, 13, 2.0, 2, 0
8A576, 11, 46, 253, 80, 9, 2.0, 1, 0
8A7D2, 11, 39, 234, 52, 5, 2.0, 1, 0
8B112, 6, 17, 170, 56, 13, 1, 1, 0
8B11A, 7, 49, 218, 65, 8, 1, 1, 0
8B1BA, 24, 83, 389, 140, 9, 2.0, 2, 0
8B366, 11, 45, 347, 111, 9, NaN, 0, 0
8B392, 21, 54, 368, 86, 5, 2.0, 1, 0
8B43A, 16, 70, 406, 108, 9, 3, 1, 0
8B482, 33, 91, 655, 195, 19, 1, 1, 0
8B4A2, 0, 0, 0, 0, 0, 1, 1, 0
8B5A2, 9, 58, 252, 72, 5, 2.0, 1, 0
8B7A2, 11, 75, 486, 153, 10, NaN, 0, 0
8B846, 9, 43, 269, 98, 11, 1, 1, 0
8B8BA, 10, 60, 455, 113, 13, 1, 1, 0
8B8D2, 6, 24, 198, 69, 11, 2.0, 2, 0
8BABE, 11, 40, 330, 103, 10, 1, 1, 0
8BBB2, 8, 38, 183, 55, 5, 2.0, 2, 0
8BE1A, 11, 60, 311, 111, 8, 3, 1, 0
8BEEA, 2, 18, 194, 67, 16, 2.0, 1, 0
8BEFA, 62, 328, 1550, 442, 10, 2.0, 1, 0
8BF06, 5, 22, 198, 60, 17, 1, 1, 0
8BFAE, 11, 28, 218, 71, 10, 2.0, 2, 0
8C232, 10, 26, 185, 49, 5, 1, 1, 0
8C272, 7, 44, 209, 67, 6, 2.0, 1, 0
8C4A2, 0, 0, 0, 0, 0, 1, 1, 0
8CBDA, 4, 25, 175, 64, 8, 1, 1, 0
8CD52, 6, 37, 290, 98, 13, 1, 1, 0
8CDAE, 0, 0, 0, 0, 0, 3, 2, 1
8CE46, 8, 39, 188, 75, 24, 2.0, 1, 0
8CEE6, 6, 32, 165, 58, 27, 1, 1, 0
8D0A6, 12, 47, 235, 83, 12, 2.0, 1, 0
8D0BE, 8, 19, 237, 70, 16, 1, 1, 0
8D1EA, 2, 9, 89, 44, 31, 1, 1, 0
8D4B2, 11, 82, 339, 97, 6, 3, 1, 0
8D53E, 6, 29, 159, 49, 7, 2.0, 1, 0
8D5FA, 16, 68, 412, 84, 6, 1, 1, 0
8DD36, 13, 35, 157, 69, 6, 3, 1, 0
8DE22, 9, 35, 226, 76, 16, 1, 1, 0
8DE7E, 9, 48, 337, 145, 23, NaN, 0, 0
8E5B6, 0, 0, 0, 0, 0, 1, 2, 0
8E63A, 0, 0, 0, 0, 0, 2.0, 1, 0
8E7F6, 11, 65, 313, 100, 7, 1, 1, 0
8E806, 9, 35, 136, 56, 10, NaN, 0, 0
8E842, 20, 114, 948, 142, 9, 2.0, 2, 0
8E9A2, 14, 47, 412, 136, 12, 2.0, 1, 0
8EAFE, 5, 20, 157, 44, 7, 2.0, 2, 0
8ECE2, 7, 36, 257, 81, 7, 2.0, 2, 0
8ED12, 0, 0, 0, 0, 0, 1, 1, 0
8ED72, 9, 45, 183, 64, 9, 1, 1, 0
8EEBE, 4, 14, 150, 56, 25, 1, 2, 0
8F1CE, 10, 33, 253, 83, 13, 1, 1, 0
8F232, 14, 52, 289, 89, 9, 1, 1, 0
8F75E, 6, 28, 231, 99, 17, 2.0, 1, 0
8FB22, 9, 53, 367, 101, 11, 2.0, 2, 0
8FB7A, 10, 63, 463, 118, 12, 1, 1, 0
8FB7E, 13, 50, 209, 77, 7, 2.0, 1, 0
8FC92, 11, 74, 332, 97, 9, NaN, 0, 0
9000E, 10, 43, 153, 52, 5, 2.0, 1, 0
90046, 6, 31, 213, 91, 20, 2.0, 1, 0
9027A, 8, 68, 439, 179, 23, NaN, 0, 0
9028A, 24, 78, 504, 116, 9, 1, 1, 0
902D6, 8, 37, 216, 82, 19, 2.0, 1, 0
902DA, 13, 42, 255, 80, 12, 3, 1, 0
90A6A, 14, 52, 289, 89, 9, 1, 1, 0
90BC6, 11, 36, 417, 126, 11, 1, 1, 0
90CF6, 22, 82, 588, 177, 13, 3, 1, 0
90D02, 14, 63, 480, 134, 22, 2.0, 1, 0
90D22, 5, 23, 165, 41, 6, 2.0, 1, 0
90DC6, 0, 0, 0, 0, 0, 1, 1, 0
90E5E, 2, 4, 103, 22, 19, 2.0, 1, 0
90FB6, 8, 33, 204, 53, 7, 1, 1, 0
90FEE, 11, 61, 319, 82, 10, 2.0, 1, 0
9103E, 14, 54, 199, 75, 6, 2.0, 2, 0
910A2, 16, 70, 489, 161, 17, 2.0, 2, 0
910DA, 10, 63, 398, 137, 11, 2.0, 1, 0
910E6, 33, 95, 695, 207, 29, 1, 1, 0
911A6, 10, 53, 251, 67, 9, 2.0, 1, 0
911CE, 10, 64, 361, 93, 7, 2.0, 1, 0
911D6, 0, 0, 0, 0, 0, 3, 1, 0
914A2, 1, 8, 92, 26, 8, 1, 2, 0
9189A, 10, 52, 310, 69, 8, 2.0, 1, 0
91B8A, 14, 47, 254, 92, 18, 1, 1, 0
91F2E, 15, 63, 333, 107, 9, 1, 1, 0
91F72, 25, 52, 579, 142, 12, 2.0, 1, 0
91F7E, 11, 36, 417, 126, 11, 1, 1, 0
921E2, 13, 36, 184, 51, 7, 3, 1, 0
924CE, 10, 59, 217, 98, 7, 2.0, 1, 0
927B6, 22, 81, 342, 98, 6, 1, 1, 0
927BA, 9, 43, 276, 69, 7, 1, 1, 0
927C6, 27, 141, 774, 187, 8, 2.0, 1, 0
927EA, 15, 57, 503, 176, 22, 1, 2, 1
92832, 21, 94, 711, 203, 13, 3, 1, 0
92856, 5, 17, 151, 45, 13, NaN, 0, 0
928E6, 31, 113, 654, 193, 9, 1, 2, 1
92A32, 16, 73, 423, 188, 17, 2.0, 1, 0
92B6A, 4, 16, 116, 40, 9, 2.0, 1, 0
92BEA, 9, 36, 258, 80, 9, 1, 1, 0
92CB2, 9, 37, 290, 57, 9, 1, 2, 0
936D6, 12, 55, 408, 90, 9, 1, 1, 0
93986, 55, 165, 1022, 276, 17, 3, 2, 1
93A7E, 0, 0, 0, 0, 0, 3, 2, 0
93DA2, 2, 8, 80, 26, 6, 1, 1, 0
942C6, 3, 11, 103, 27, 16, 1, 1, 0
944B2, 3, 14, 163, 51, 13, NaN, 0, 0
944FA, 11, 43, 188, 67, 10, 1, 1, 0
9452A, 10, 54, 321, 103, 10, 2.0, 1, 0
94542, 7, 34, 333, 102, 25, 2.0, 1, 0
945F2, 13, 55, 333, 87, 6, 2.0, 1, 0
9466A, 10, 46, 199, 65, 9, 1, 1, 0
9498A, 5, 24, 150, 69, 10, 3, 2, 1
94B62, 24, 96, 514, 170, 10, 2.0, 1, 0
94BC6, 11, 64, 432, 139, 10, 1, 1, 0
94DD6, 32, 58, 407, 109, 10, 1, 1, 0
94E16, 11, 27, 344, 104, 17, 2.0, 1, 0
94EEA, 15, 55, 408, 113, 9, 1, 1, 0
94FBE, 8, 27, 193, 56, 7, 2.0, 2, 0
95066, 11, 31, 169, 64, 13, 3, 1, 0
951CA, 51, 171, 1361, 335, 17, 3, 1, 0
9529E, 11, 78, 359, 134, 13, 2.0, 1, 0
9561E, 6, 22, 151, 41, 15, 1, 1, 0
956D6, 5, 19, 208, 64, 15, 3, 1, 0
9583A, 13, 54, 522, 160, 10, 2.0, 1, 0
95E2E, 7, 24, 202, 58, 11, 1, 1, 0
95F3A, 13, 68, 315, 107, 10, 3, 1, 0
95F56, 10, 79, 595, 222, 26, 2.0, 1, 0
95F5A, 55, 230, 1418, 407, 10, 2.0, 1, 0
95FA6, 4, 24, 108, 38, 9, 1, 1, 0
9613A, 3, 14, 166, 49, 12, 1, 1, 0
96172, 11, 59, 280, 95, 8, 1, 1, 0
96196, 4, 8, 145, 59, 36, 1, 1, 0
963C2, 2, 13, 141, 46, 18, 1, 1, 0
9641E, 5, 17, 151, 45, 13, 1, 1, 0
96462, 23, 88, 625, 202, 13, 2.0, 1, 0
9678A, 9, 27, 229, 50, 5, 2.0, 1, 0
969E6, 2, 7, 205, 61, 27, 1, 2, 0
96BDE, 2, 9, 134, 44, 16, 1, 2, 0
972BE, 4, 23, 257, 112, 12, 1, 1, 0
972D6, 1, 5, 141, 38, 20, 1, 2, 0
972EA, 13, 71, 451, 165, 17, 3, 1, 0
9730A, 6, 42, 231, 79, 8, 1, 1, 0
97362, 10, 40, 246, 52, 5, 1, 1, 0
9774A, 4, 11, 249, 44, 11, 1, 1, 0
979A2, 5, 28, 239, 57, 9, 2.0, 1, 0
982DA, 8, 53, 438, 104, 17, 2.0, 1, 0
982FA, 3, 14, 176, 52, 21, 1, 1, 0
98376, 10, 30, 230, 83, 13, 2.0, 1, 0
984CA, 2, 9, 75, 37, 17, 1, 1, 0
98632, 12, 37, 481, 166, 30, 1, 1, 0
986EE, 10, 10, 195, 42, 9, 2.0, 1, 0
9870A, 0, 0, 0, 0, 0, 1, 1, 0
987BE, 2, 9, 97, 39, 31, 1, 1, 0
9886A, 26, 74, 388, 108, 7, 1, 1, 0
98872, 2, 10, 99, 31, 9, 1, 1, 0
